departamento,campania_inicio
General Juan Madariaga,2002
General Juan Madariaga,2003
General Juan Madariaga,2004
General Juan Madariaga,2005
General Juan Madariaga,2006
General Juan Madariaga,2007
General Juan Madariaga,2009
General Juan Madariaga,2010
General Juan Madariaga,2011
General Juan Madariaga,2012
General Juan Madariaga,2013
General Juan Madariaga,2015
General Juan Madariaga,2016
General Juan Madariaga,2017
General La Madrid,1981
General La Madrid,1982
General La Madrid,1983
General La Madrid,1984
General La Madrid,1985
General La Madrid,1986
General La Madrid,1987
General La Madrid,1989
General La Madrid,1990
General La Madrid,1991
General La Madrid,1992
General La Madrid,1993
General La Madrid,1994
General La Madrid,1995
General La Madrid,1996
General La Madrid,1997
General La Madrid,1998
General La Madrid,1999
General La Madrid,2000
General La Madrid,2001
General La Madrid,2002
General La Madrid,2003
General La Madrid,2004
General La Madrid,2005
General La Madrid,2006
General La Madrid,2007
General La Madrid,2009
General La Madrid,2010
General La Madrid,2011
General La Madrid,2012
General La Madrid,2013
General La Madrid,2014
General La Madrid,2015
General La Madrid,2016
General La Madrid,2017
General Las Heras,1981
General Las Heras,1982
General Las Heras,1983
General Las Heras,1984
General Las Heras,1985
General Las Heras,1988
General Las Heras,1995
General Las Heras,1996
General Las Heras,1997
General Las Heras,1998
General Las Heras,1999
General Las Heras,2000
General Las Heras,2002
General Las Heras,2003
General Las Heras,2004
General Las Heras,2005
General Las Heras,2006
General Las Heras,2007
General Las Heras,2009
General Las Heras,2010
General Las Heras,2011
General Las Heras,2012
General Las Heras,2013
General Las Heras,2014
General Las Heras,2015
General Las Heras,2016
General Lavalle,1981
General Lavalle,1982
General Lavalle,1983
General Lavalle,1984
General Lavalle,1985
General Lavalle,1987
General Lavalle,1996
General Lavalle,1997
General Lavalle,1998
General Lavalle,1999
General Lavalle,2000
General Lavalle,2001
General Lavalle,2002
General Lavalle,2003
General Lavalle,2004
General Lavalle,2005
General Lavalle,2006
General Lavalle,2007
General Lavalle,2009
General Lavalle,2010
General Lavalle,2011
General Lavalle,2012
General Lavalle,2013
General Lavalle,2014
General Lavalle,2015
General Lavalle,2016
General Lavalle,2017
General Lopez,1981
General Lopez,1982
General Lopez,1983
General Lopez,1984
General Lopez,1985
General Lopez,1986
General Lopez,1987
General Lopez,1988
General Lopez,1989
General Lopez,1990
General Lopez,1991
General Lopez,1992
General Lopez,1993
General Lopez,1994
General Lopez,1995
General Lopez,1997
General Lopez,1998
General Lopez,1999
General Lopez,2000
General Lopez,2001
General Lopez,2002
General Lopez,2003
General Lopez,2004
General Lopez,2005
General Lopez,2006
General Lopez,2007
General Lopez,2008
General Lopez,2009
General Lopez,2010
General Lopez,2012
General Lopez,2013
General Lopez,2014
General Lopez,2015
General Lopez,2016
General Manuel Belgrano,1981
General Manuel Belgrano,1982
General Manuel Belgrano,1983
General Manuel Belgrano,1984
General Manuel Belgrano,1985
General Manuel Belgrano,1986
General Manuel Belgrano,1987
General Manuel Belgrano,1988
General Manuel Belgrano,1989
General Manuel Belgrano,1991
General Manuel Belgrano,1993
General Manuel Belgrano,1994
General Manuel Belgrano,1995
General Manuel Belgrano,1996
General Manuel Belgrano,1997
General Manuel Belgrano,1998
General Manuel Belgrano,1999
General Manuel Belgrano,2000
General Manuel Belgrano,2001
General Manuel Belgrano,2002
General Manuel Belgrano,2003
General Manuel Belgrano,2005
General Manuel Belgrano,2009
General Manuel Belgrano,2010
General Manuel Belgrano,2011
General Manuel Belgrano,2012
General Manuel Belgrano,2013
General Manuel Belgrano,2014
General Manuel Belgrano,2015
General Manuel Belgrano,2016
General Manuel Belgrano,2017
General Obligado,1981
General Obligado,1982
General Obligado,1983
General Obligado,1984
General Obligado,1985
General Obligado,1986
General Obligado,1987
General Obligado,1988
General Obligado,1989
General Obligado,1990
General Obligado,1991
General Obligado,1992
General Obligado,1993
General Obligado,1994
General Obligado,1995
General Obligado,1996
General Obligado,1997
General Obligado,1998
General Obligado,1999
General Obligado,2000
General Obligado,2001
General Obligado,2002
General Obligado,2003
General Obligado,2004
General Obligado,2006
General Obligado,2007
General Obligado,2009
General Obligado,2010
General Obligado,2011
General Obligado,2012
General Obligado,2013
General Obligado,2014
General Obligado,2015
General Obligado,2016
General Paz,1981
General Paz,1982
General Paz,1983
General Paz,1984
General Paz,1985
General Paz,1986
General Paz,1987
General Paz,1988
General Paz,1989
General Paz,1991
General Paz,1995
General Paz,1996
General Paz,1997
General Paz,1998
General Paz,1999
General Paz,2001
General Paz,2003
General Paz,2004
General Paz,2005
General Paz,2006
General Paz,2007
General Paz,2008
General Paz,2009
General Paz,2010
General Paz,2011
General Paz,2012
General Paz,2013
General Paz,2014
General Paz,2015
General Paz,2016
General Paz,2017
General Pedernera,1981
General Pedernera,1982
General Pedernera,1983
General Pedernera,1984
General Pedernera,1985
General Pedernera,1986
General Pedernera,1987
General Pedernera,1989
General Pedernera,1991
General Pedernera,1993
General Pedernera,1994
General Pedernera,1995
General Pedernera,1997
General Pedernera,1998
General Pedernera,2007
General Pedernera,2008
General Pedernera,2009
General Pedernera,2010
General Pedernera,2011
General Pedernera,2012
General Pedernera,2013
General Pedernera,2014
General Pedernera,2015
General Pedernera,2016
General Pinto,1981
General Pinto,1982
General Pinto,1983
General Pinto,1984
General Pinto,1985
General Pinto,1987
General Pinto,1988
General Pinto,1989
General Pinto,1990
General Pinto,1991
General Pinto,1992
General Pinto,1993
General Pinto,1994
General Pinto,1995
General Pinto,1996
General Pinto,1997
General Pinto,1998
General Pinto,1999
General Pinto,2000
General Pinto,2001
General Pinto,2002
General Pinto,2003
General Pinto,2004
General Pinto,2005
General Pinto,2006
General Pinto,2009
General Pinto,2010
General Pinto,2012
General Pinto,2013
General Pinto,2014
General Pinto,2015
General Pinto,2016
General Pinto,2017
General Pueyrredon,1981
General Pueyrredon,1982
General Pueyrredon,1983
General Pueyrredon,1984
General Pueyrredon,1985
General Pueyrredon,1986
General Pueyrredon,1987
General Pueyrredon,1988
General Pueyrredon,1989
General Pueyrredon,1990
General Pueyrredon,1991
General Pueyrredon,1993
General Pueyrredon,1994
General Pueyrredon,1995
General Pueyrredon,1996
General Pueyrredon,1997
General Pueyrredon,1998
General Pueyrredon,1999
General Pueyrredon,2000
General Pueyrredon,2001
General Pueyrredon,2002
General Pueyrredon,2003
General Pueyrredon,2004
General Pueyrredon,2005
General Pueyrredon,2006
General Pueyrredon,2007
General Pueyrredon,2009
General Pueyrredon,2010
General Pueyrredon,2011
General Pueyrredon,2012
General Pueyrredon,2013
General Pueyrredon,2014
General Pueyrredon,2015
General Pueyrredon,2016
General Pueyrredon,2017
General Roca,1981
General Roca,1982
General Roca,1983
General Roca,1984
General Roca,1985
General Roca,1986
General Roca,1987
General Roca,1989
General Roca,1990
General Roca,1991
General Roca,1992
General Roca,1993
General Roca,1994
General Roca,1995
General Roca,1996
General Roca,1997
General Roca,1998
General Roca,1999
General Roca,2000
General Roca,2001
General Roca,2002
General Roca,2003
General Roca,2004
General Roca,2005
General Roca,2006
General Roca,2007
General Roca,2008
General Roca,2009
General Roca,2012
General Roca,2013
General Roca,2014
General Roca,2015
General Roca,2016
General Roca,2017
General Rodriguez,1981
General Rodriguez,1982
General Rodriguez,1983
General Rodriguez,1984
General Rodriguez,1985
General Rodriguez,1986
General Rodriguez,1987
General Rodriguez,1988
General Rodriguez,1995
General Rodriguez,1996
General Rodriguez,1997
General Rodriguez,1998
General Rodriguez,1999
General Rodriguez,2000
General Rodriguez,2002
General Rodriguez,2003
General Rodriguez,2004
General Rodriguez,2005
General Rodriguez,2006
General Rodriguez,2007
General Rodriguez,2009
General Rodriguez,2010
General Rodriguez,2011
General Rodriguez,2012
General Rodriguez,2013
General Rodriguez,2014
General Rodriguez,2015
General Rodriguez,2016
General San Martin,1981
General San Martin,1982
General San Martin,1983
General San Martin,1984
General San Martin,1985
General San Martin,1986
General San Martin,1987
General San Martin,1989
General San Martin,1990
General San Martin,1991
General San Martin,1992
General San Martin,1993
General San Martin,1994
General San Martin,1996
General San Martin,1997
General San Martin,1998
General San Martin,1999
General San Martin,2000
General San Martin,2001
General San Martin,2002
General San Martin,2003
General San Martin,2004
General San Martin,2005
General San Martin,2006
General San Martin,2007
General San Martin,2008
General San Martin,2009
General San Martin,2010
General San Martin,2012
General San Martin,2013
General San Martin,2014
General San Martin,2015
General San Martin,2016
General Taboada,1981
General Taboada,1982
General Taboada,1983
General Taboada,1984
General Taboada,1985
General Taboada,1986
General Taboada,1987
General Taboada,1989
General Taboada,1991
General Taboada,1992
General Taboada,1993
General Taboada,1994
General Taboada,1995
General Taboada,1996
General Taboada,1997
General Taboada,1998
General Taboada,2002
General Taboada,2003
General Taboada,2004
General Taboada,2005
General Taboada,2006
General Taboada,2009
General Taboada,2010
General Taboada,2011
General Taboada,2012
General Taboada,2013
General Taboada,2014
General Taboada,2015
General Taboada,2016
General Taboada,2017
General Viamonte,1981
General Viamonte,1982
General Viamonte,1983
General Viamonte,1984
General Viamonte,1985
General Viamonte,1986
General Viamonte,1987
General Viamonte,1988
General Viamonte,1989
General Viamonte,1990
General Viamonte,1991
General Viamonte,1992
General Viamonte,1993
General Viamonte,1994
General Viamonte,1995
General Viamonte,1996
General Viamonte,1997
General Viamonte,1998
General Viamonte,1999
General Viamonte,2000
General Viamonte,2001
General Viamonte,2002
General Viamonte,2003
General Viamonte,2004
General Viamonte,2005
General Viamonte,2006
General Viamonte,2007
General Viamonte,2009
General Viamonte,2010
General Viamonte,2011
General Viamonte,2012
General Viamonte,2013
General Viamonte,2014
General Viamonte,2015
General Viamonte,2016
General Villegas,1981
General Villegas,1982
General Villegas,1983
General Villegas,1984
General Villegas,1985
General Villegas,1987
General Villegas,1988
General Villegas,1990
General Villegas,1991
General Villegas,1992
General Villegas,1993
General Villegas,1994
General Villegas,1997
General Villegas,1998
General Villegas,1999
General Villegas,2000
General Villegas,2001
General Villegas,2002
General Villegas,2003
General Villegas,2004
General Villegas,2005
General Villegas,2006
General Villegas,2007
General Villegas,2009
General Villegas,2010
General Villegas,2012
General Villegas,2013
General Villegas,2014
General Villegas,2015
General Villegas,2016
General Villegas,2017
Gobernador Dupuy,1981
Gobernador Dupuy,1982
Gobernador Dupuy,1983
Gobernador Dupuy,1984
Gobernador Dupuy,1986
Gobernador Dupuy,1987
Gobernador Dupuy,1988
Gobernador Dupuy,1989
Gobernador Dupuy,1991
Gobernador Dupuy,1993
Gobernador Dupuy,1994
Gobernador Dupuy,1995
Gobernador Dupuy,1997
Gobernador Dupuy,1998
Gobernador Dupuy,2007
Gobernador Dupuy,2008
Gobernador Dupuy,2009
Gobernador Dupuy,2010
Gobernador Dupuy,2011
Gobernador Dupuy,2012
Gobernador Dupuy,2013
Gobernador Dupuy,2014
Gobernador Dupuy,2015
Gobernador Dupuy,2016
Gobernador Dupuy,2017
Goya,1981
Goya,1982
Goya,1983
Goya,1984
Goya,1985
Goya,1986
Goya,1991
Goya,1992
Goya,1993
Goya,1994
Goya,1995
Goya,1996
Goya,1997
Goya,1998
Goya,1999
Goya,2002
Goya,2003
Goya,2005
Goya,2007
Goya,2009
Goya,2010
Goya,2013
Graneros,1981
Graneros,1982
Graneros,1983
Graneros,1984
Graneros,1985
Graneros,1986
Graneros,1987
Graneros,1989
Graneros,1991
Graneros,1992
Graneros,1993
Graneros,1994
Graneros,1996
Graneros,1997
Graneros,1998
Graneros,2004
Graneros,2005
Graneros,2006
Graneros,2007
Graneros,2008
Graneros,2009
Graneros,2010
Graneros,2012
Graneros,2013
Graneros,2014
Graneros,2015
Graneros,2016
Graneros,2017
Gualeguay,1981
Gualeguay,1982
Gualeguay,1983
Gualeguay,1984
Gualeguay,1985
Gualeguay,1986
Gualeguay,1987
Gualeguay,1988
Gualeguay,1989
Gualeguay,1990
Gualeguay,1991
Gualeguay,1992
Gualeguay,1993
Gualeguay,1994
Gualeguay,1996
Gualeguay,1997
Gualeguay,1998
Gualeguay,1999
Gualeguay,2000
Gualeguay,2001
Gualeguay,2002
Gualeguay,2003
Gualeguay,2004
Gualeguay,2006
Gualeguay,2007
Gualeguay,2009
Gualeguay,2010
Gualeguay,2011
Gualeguay,2012
Gualeguay,2013
Gualeguay,2014
Gualeguay,2015
Gualeguay,2016
Gualeguaychu,1981
Gualeguaychu,1982
Gualeguaychu,1983
Gualeguaychu,1984
Gualeguaychu,1985
Gualeguaychu,1986
Gualeguaychu,1987
Gualeguaychu,1988
Gualeguaychu,1989
Gualeguaychu,1990
Gualeguaychu,1991
Gualeguaychu,1992
Gualeguaychu,1993
Gualeguaychu,1994
Gualeguaychu,1996
Gualeguaychu,1997
Gualeguaychu,1998
Gualeguaychu,1999
Gualeguaychu,2000
Gualeguaychu,2001
Gualeguaychu,2002
Gualeguaychu,2003
Gualeguaychu,2004
Gualeguaychu,2006
Gualeguaychu,2007
Gualeguaychu,2009
Gualeguaychu,2010
Gualeguaychu,2011
Gualeguaychu,2012
Gualeguaychu,2013
Gualeguaychu,2014
Gualeguaychu,2015
Gualeguaychu,2016
Guamini,1981
Guamini,1982
Guamini,1983
Guamini,1984
Guamini,1985
Guamini,1986
Guamini,1987
Guamini,1988
Guamini,1989
Guamini,1990
Guamini,1991
Guamini,1992
Guamini,1993
Guamini,1994
Guamini,1996
Guamini,1997
Guamini,1999
Guamini,2000
Guamini,2001
Guamini,2002
Guamini,2003
Guamini,2004
Guamini,2005
Guamini,2006
Guamini,2007
Guamini,2009
Guamini,2010
Guamini,2011
Guamini,2012
Guamini,2013
Guamini,2014
Guamini,2015
Guamini,2016
Guamini,2017
Guarani,1981
Guarani,1982
Guarani,1983
Guarani,1984
Guarani,1985
Guarani,1986
Guarani,1987
Guarani,1988
Guarani,1989
Guarani,1991
Guarani,1993
Guarani,1994
Guarani,1995
Guarani,1996
Guarani,1997
Guarani,1998
Guarani,1999
Guarani,2000
Guarani,2001
Guarani,2002
Guarani,2003
Guarani,2005
Guarani,2007
Guarani,2008
Guarani,2009
Guarani,2010
Guarani,2011
Guarani,2012
Guarani,2013
Guarani,2014
Guarani,2015
Guarani,2016
Guarani,2017
Guasayan,1981
Guasayan,1982
Guasayan,1983
Guasayan,1984
Guasayan,1985
Guasayan,1986
Guasayan,1987
Guasayan,1988
Guasayan,1989
Guasayan,1991
Guasayan,1992
Guasayan,1993
Guasayan,1994
Guasayan,1996
Guasayan,1997
Guasayan,1998
Guasayan,2004
Guasayan,2005
Guasayan,2006
Guasayan,2007
Guasayan,2009
Guasayan,2010
Guasayan,2012
Guasayan,2013
Guasayan,2014
Guasayan,2015
Guasayan,2016
Guasayan,2017
Guatrache,1981
Guatrache,1982
Guatrache,1983
Guatrache,1984
Guatrache,1985
Guatrache,1986
Guatrache,1988
Guatrache,1989
Guatrache,1990
Guatrache,1991
Guatrache,1992
Guatrache,1993
Guatrache,1994
Guatrache,1997
Guatrache,1998
Guatrache,1999
Guatrache,2000
Guatrache,2001
Guatrache,2002
Guatrache,2003
Guatrache,2004
Guatrache,2006
Guatrache,2007
Guatrache,2009
Guatrache,2010
Guatrache,2011
Guatrache,2012
Guatrache,2013
Guatrache,2014
Guatrache,2015
Guatrache,2016
Guatrache,2017
Hipolito Yrigoyen,1981
Hipolito Yrigoyen,1982
Hipolito Yrigoyen,1983
Hipolito Yrigoyen,1984
Hipolito Yrigoyen,1985
Hipolito Yrigoyen,1986
Hipolito Yrigoyen,1987
Hipolito Yrigoyen,1988
Hipolito Yrigoyen,1989
Hipolito Yrigoyen,1990
Hipolito Yrigoyen,1991
Hipolito Yrigoyen,1992
Hipolito Yrigoyen,1993
Hipolito Yrigoyen,1994
Hipolito Yrigoyen,1995
Hipolito Yrigoyen,1996
Hipolito Yrigoyen,1997
Hipolito Yrigoyen,1998
Hipolito Yrigoyen,1999
Hipolito Yrigoyen,2000
Hipolito Yrigoyen,2001
Hipolito Yrigoyen,2002
Hipolito Yrigoyen,2003
Hipolito Yrigoyen,2004
Hipolito Yrigoyen,2005
Hipolito Yrigoyen,2006
Hipolito Yrigoyen,2007
Hipolito Yrigoyen,2009
Hipolito Yrigoyen,2010
Hipolito Yrigoyen,2011
Hipolito Yrigoyen,2012
Hipolito Yrigoyen,2013
Hipolito Yrigoyen,2014
Hipolito Yrigoyen,2015
Hipolito Yrigoyen,2016
Hucal,1981
Hucal,1982
Hucal,1983
Hucal,1984
Hucal,1985
Hucal,1988
Hucal,1989
Hucal,1990
Hucal,1991
Hucal,1992
Hucal,1993
Hucal,1996
Hucal,1997
Hucal,1998
Hucal,1999
Hucal,2000
Hucal,2001
Hucal,2003
Hucal,2005
Hucal,2006
Hucal,2007
Hucal,2009
Hucal,2011
Hucal,2012
Hucal,2013
Hucal,2014
Hucal,2015
Hucal,2016
Iguazu,1981
Iguazu,1982
Iguazu,1983
Iguazu,1984
Iguazu,1985
Iguazu,1986
Iguazu,1987
Iguazu,1988
Iguazu,1989
Iguazu,1993
Iguazu,1994
Iguazu,1996
Iguazu,1999
Iguazu,2000
Iguazu,2001
Iguazu,2002
Iguazu,2003
Iguazu,2004
Iguazu,2005
Iguazu,2006
Iguazu,2007
Iguazu,2008
Iguazu,2009
Iguazu,2010
Iguazu,2011
Iguazu,2012
Iguazu,2013
Iguazu,2014
Iguazu,2015
Iguazu,2016
Iguazu,2017
Independencia,1981
Independencia,1982
Independencia,1983
Independencia,1984
Independencia,1985
Independencia,1986
Independencia,1987
Independencia,1988
Independencia,1989
Independencia,1990
Independencia,1991
Independencia,1992
Independencia,1993
Independencia,1994
Independencia,1995
Independencia,1996
Independencia,1997
Independencia,1998
Independencia,1999
Independencia,2000
Independencia,2001
Independencia,2002
Independencia,2003
Independencia,2004
Independencia,2005
Independencia,2006
Independencia,2007
Independencia,2009
Independencia,2010
Independencia,2011
Independencia,2012
Independencia,2013
Independencia,2014
Independencia,2015
Independencia,2016
Independencia,2017
Iriondo,1981
Iriondo,1982
Iriondo,1983
Iriondo,1984
Iriondo,1985
Iriondo,1986
Iriondo,1987
Iriondo,1989
Iriondo,1990
Iriondo,1991
Iriondo,1992
Iriondo,1993
Iriondo,1994
Iriondo,1995
Iriondo,1996
Iriondo,1997
Iriondo,1998
Iriondo,2000
Iriondo,2001
Iriondo,2002
Iriondo,2003
Iriondo,2004
Iriondo,2005
Iriondo,2006
Iriondo,2007
Iriondo,2009
Iriondo,2010
Iriondo,2011
Iriondo,2012
Iriondo,2013
Iriondo,2014
Iriondo,2015
Iriondo,2016
Iriondo,2017
Ischilin,1981
Ischilin,1982
Ischilin,1983
Ischilin,1984
Ischilin,1986
Ischilin,1987
Ischilin,1988
Ischilin,1989
Ischilin,1990
Ischilin,1991
Ischilin,1992
Ischilin,1993
Ischilin,1994
Ischilin,1995
Ischilin,1996
Ischilin,1997
Ischilin,1998
Ischilin,1999
Ischilin,2000
Ischilin,2001
Ischilin,2002
Ischilin,2003
Ischilin,2004
Ischilin,2005
Ischilin,2006
Ischilin,2007
Ischilin,2009
Ischilin,2011
Ischilin,2013
Ischilin,2014
Ischilin,2015
Ischilin,2016
Ischilin,2017
Itati,1981
Itati,1982
Itati,1983
Itati,1984
Itati,1985
Itati,1986
Itati,1987
Itati,1988
Itati,1989
Itati,1991
Itati,1993
Itati,1994
Itati,1995
Itati,1996
Itati,1997
Itati,1998
Itati,1999
Itati,2002
Itati,2003
Itati,2005
Itati,2007
Itati,2008
Itati,2009
Itati,2010
Itati,2013
Ituzaingo,1981
Ituzaingo,1982
Ituzaingo,1983
Ituzaingo,1984
Ituzaingo,1986
Ituzaingo,1987
Ituzaingo,1988
Ituzaingo,1989
Ituzaingo,1992
Ituzaingo,1993
Ituzaingo,1994
Ituzaingo,1996
Ituzaingo,1997
Ituzaingo,1998
Ituzaingo,1999
Ituzaingo,2000
Ituzaingo,2001
Ituzaingo,2002
Ituzaingo,2003
Ituzaingo,2005
Ituzaingo,2009
Ituzaingo,2010
Ituzaingo,2013
Jimenez,1981
Jimenez,1982
Jimenez,1983
Jimenez,1984
Jimenez,1985
Jimenez,1986
Jimenez,1987
Jimenez,1989
Jimenez,1993
Jimenez,1994
Jimenez,1995
Jimenez,1996
Jimenez,1997
Jimenez,1998
Jimenez,2004
Jimenez,2005
Jimenez,2006
Jimenez,2007
Jimenez,2009
Jimenez,2010
Jimenez,2011
Jimenez,2012
Jimenez,2013
Jimenez,2014
Jimenez,2015
Jimenez,2016
Jimenez,2017
Juan F. Ibarra,1981
Juan F. Ibarra,1982
Juan F. Ibarra,1983
Juan F. Ibarra,1984
Juan F. Ibarra,1985
Juan F. Ibarra,1986
Juan F. Ibarra,1987
Juan F. Ibarra,1988
Juan F. Ibarra,1989
Juan F. Ibarra,1995
Juan F. Ibarra,1996
Juan F. Ibarra,1997
Juan F. Ibarra,1998
Juan F. Ibarra,2002
Juan F. Ibarra,2003
Juan F. Ibarra,2004
Juan F. Ibarra,2005
Juan F. Ibarra,2006
Juan F. Ibarra,2007
Juan F. Ibarra,2009
Juan F. Ibarra,2010
Juan F. Ibarra,2011
Juan F. Ibarra,2012
Juan F. Ibarra,2013
Juan F. Ibarra,2014
Juan F. Ibarra,2015
Juan F. Ibarra,2016
Juan F. Ibarra,2017
Juan Martin De Pueyrredon,1981
Juan Martin De Pueyrredon,1982
Juan Martin De Pueyrredon,1983
Juan Martin De Pueyrredon,1984
Juan Martin De Pueyrredon,1985
Juan Martin De Pueyrredon,1986
Juan Martin De Pueyrredon,1987
Juan Martin De Pueyrredon,1989
Juan Martin De Pueyrredon,1991
Juan Martin De Pueyrredon,1993
Juan Martin De Pueyrredon,1994
Juan Martin De Pueyrredon,1995
Juan Martin De Pueyrredon,1997
Juan Martin De Pueyrredon,1998
Juan Martin De Pueyrredon,2007
Juan Martin De Pueyrredon,2008
Juan Martin De Pueyrredon,2009
Juan Martin De Pueyrredon,2010
Juan Martin De Pueyrredon,2011
Juan Martin De Pueyrredon,2012
Juan Martin De Pueyrredon,2013
Juan Martin De Pueyrredon,2014
Juan Martin De Pueyrredon,2015
Juan Martin De Pueyrredon,2016
Juarez Celman,1981
Juarez Celman,1982
Juarez Celman,1983
Juarez Celman,1984
Juarez Celman,1985
Juarez Celman,1986
Juarez Celman,1987
Juarez Celman,1990
Juarez Celman,1991
Juarez Celman,1992
Juarez Celman,1993
Juarez Celman,1994
Juarez Celman,1997
Juarez Celman,1998
Juarez Celman,1999
Juarez Celman,2000
Juarez Celman,2001
Juarez Celman,2002
Juarez Celman,2003
Juarez Celman,2004
Juarez Celman,2006
Juarez Celman,2007
Juarez Celman,2008
Juarez Celman,2009
Juarez Celman,2010
Juarez Celman,2011
Juarez Celman,2012
Juarez Celman,2013
Juarez Celman,2014
Juarez Celman,2015
Juarez Celman,2016
Junin,1981
Junin,1982
Junin,1983
Junin,1984
Junin,1985
Junin,1986
Junin,1987
Junin,1988
Junin,1989
Junin,1990
Junin,1991
Junin,1992
Junin,1993
Junin,1994
Junin,1995
Junin,1996
Junin,1997
Junin,1998
Junin,1999
Junin,2000
Junin,2001
Junin,2002
Junin,2003
Junin,2004
Junin,2006
Junin,2007
Junin,2008
Junin,2009
Junin,2010
Junin,2011
Junin,2012
Junin,2013
Junin,2014
Junin,2015
Junin,2016
Junin,2017
La Caldera,1981
La Caldera,1982
La Caldera,1983
La Caldera,1984
La Caldera,1985
La Caldera,1986
La Caldera,1987
La Caldera,1988
La Caldera,1989
La Caldera,2000
La Caldera,2001
La Caldera,2003
La Caldera,2004
La Caldera,2005
La Caldera,2006
La Caldera,2007
La Caldera,2008
La Caldera,2009
La Caldera,2010
La Caldera,2011
La Caldera,2013
La Caldera,2014
La Caldera,2015
La Caldera,2016
La Caldera,2017
La Candelaria,1981
La Candelaria,1982
La Candelaria,1983
La Candelaria,1984
La Candelaria,1985
La Candelaria,1986
La Candelaria,1987
La Candelaria,1989
La Candelaria,1991
La Candelaria,1992
La Candelaria,1993
La Candelaria,1994
La Candelaria,1995
La Candelaria,1996
La Candelaria,1997
La Candelaria,1998
La Candelaria,1999
La Candelaria,2000
La Candelaria,2001
La Candelaria,2002
La Candelaria,2004
La Candelaria,2005
La Candelaria,2006
La Candelaria,2007
La Candelaria,2008
La Candelaria,2009
La Candelaria,2010
La Candelaria,2011
La Candelaria,2013
La Candelaria,2014
La Candelaria,2015
La Candelaria,2016
La Candelaria,2017
La Capital,1981
La Capital,1982
La Capital,1983
La Capital,1984
La Capital,1985
La Capital,1986
La Capital,1987
La Capital,1988
La Capital,1989
La Capital,1990
La Capital,1991
La Capital,1992
La Capital,1993
La Capital,1994
La Capital,1995
La Capital,1996
La Capital,1997
La Capital,1999
La Capital,2000
La Capital,2001
La Capital,2002
La Capital,2003
La Capital,2004
La Capital,2005
La Capital,2006
La Capital,2007
La Capital,2009
La Capital,2010
La Capital,2011
La Capital,2012
La Capital,2013
La Capital,2014
La Capital,2015
La Capital,2016
La Cocha,1995
La Cocha,1996
La Cocha,1997
La Cocha,1998
La Cocha,2004
La Cocha,2005
La Cocha,2006
La Cocha,2007
La Cocha,2008
La Cocha,2009
La Cocha,2010
La Cocha,2012
La Cocha,2013
La Cocha,2014
La Cocha,2015
La Cocha,2016
La Cocha,2017
La Paz,1981
La Paz,1982
La Paz,1983
La Paz,1985
La Paz,1986
La Paz,1987
La Paz,1988
La Paz,1989
La Paz,1990
La Paz,1991
La Paz,1992
La Paz,1993
La Paz,1994
La Paz,1995
La Paz,1996
La Paz,1997
La Paz,1998
La Paz,2000
La Paz,2001
La Paz,2002
La Paz,2003
La Paz,2004
La Paz,2005
La Paz,2006
La Paz,2007
La Paz,2009
La Paz,2010
La Paz,2011
La Paz,2012
La Paz,2013
La Paz,2014
La Paz,2015
La Paz,2016
La Plata,1981
La Plata,1982
La Plata,1983
La Plata,1984
La Plata,1985
La Plata,1986
La Plata,1987
La Plata,2003
La Plata,2004
La Plata,2005
La Plata,2006
La Plata,2007
La Plata,2009
La Plata,2010
La Plata,2011
La Plata,2012
La Plata,2014
La Plata,2015
La Plata,2016
La Plata,2017
La Vina,1981
La Vina,1982
La Vina,1983
La Vina,1984
La Vina,1985
La Vina,1986
La Vina,1987
La Vina,1988
La Vina,1989
La Vina,1998
La Vina,1999
La Vina,2001
La Vina,2002
La Vina,2003
La Vina,2004
La Vina,2005
La Vina,2006
La Vina,2007
La Vina,2008
La Vina,2009
La Vina,2010
La Vina,2011
La Vina,2013
La Vina,2014
La Vina,2015
La Vina,2016
La Vina,2017
Laishi,1981
Laishi,1982
Laishi,1983
Laishi,1984
Laishi,1985
Laishi,1986
Laishi,1989
Laishi,1990
Laishi,1991
Laishi,1992
Laishi,1993
Laishi,1994
Laishi,1996
Laishi,1997
Laishi,1998
Laishi,2001
Laishi,2002
Laishi,2003
Laishi,2004
Laprida,1981
Laprida,1982
Laprida,1983
Laprida,1984
Laprida,1985
Laprida,1986
Laprida,1987
Laprida,1989
Laprida,1990
Laprida,1991
Laprida,1992
Laprida,1993
Laprida,1994
Laprida,1995
Laprida,1996
Laprida,1997
Laprida,1999
Laprida,2000
Laprida,2001
Laprida,2002
Laprida,2003
Laprida,2004
Laprida,2006
Laprida,2007
Laprida,2009
Laprida,2010
Laprida,2011
Laprida,2012
Laprida,2013
Laprida,2014
Laprida,2015
Laprida,2016
Laprida,2017
Las Colonias,1981
Las Colonias,1982
Las Colonias,1983
Las Colonias,1984
Las Colonias,1985
Las Colonias,1986
Las Colonias,1987
Las Colonias,1989
Las Colonias,1990
Las Colonias,1991
Las Colonias,1992
Las Colonias,1993
Las Colonias,1994
Las Colonias,1995
Las Colonias,1997
Las Colonias,1998
Las Colonias,1999
Las Colonias,2000
Las Colonias,2001
Las Colonias,2002
Las Colonias,2003
Las Colonias,2004
Las Colonias,2005
Las Colonias,2006
Las Colonias,2007
Las Colonias,2009
Las Colonias,2010
Las Colonias,2011
Las Colonias,2012
